# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr13	50393085	50393238	chr13	50393085	50393237	0.0	0.0	0.9733333333333334	0.0	0.0	0.0	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.17777777777777778	0.0026246719160104987	0.024390243902439025	0.007194244604316547	0.0	0.0	0.004273504273504274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	380.0	75.0	76.0	219.0	84.0	30.0	36.0	31.0	48.0	48.0	117.0	50.0	34.0	75.0	45.0	381.0	41.0	278.0	36.0	75.0	234.0	60.0	82.0	54.0	29.0	59.0	82.0	212.0	146.0	49.0
chr13	50554054	50554254	chr13	50554054	50554253	0.05660377358490566	0.002304147465437788	0.0	0.013157894736842105	0.009174311926605505	0.02531645569620253	0.0	0.0	0.0	0.0	0.0	0.014388489208633094	0.0	0.022222222222222223	0.018518518518518517	0.031746031746031744	0.005063291139240506	0.0	0.007722007722007722	0.0	0.0	0.05474452554744526	0.8414634146341463	0.014084507042253521	0.017241379310344827	0.0	0.0	0.35555555555555557	0.008130081300813009	0.013793103448275862	0.0	53.0	434.0	79.0	76.0	218.0	79.0	39.0	39.0	50.0	37.0	55.0	139.0	41.0	45.0	54.0	63.0	395.0	52.0	259.0	64.0	77.0	274.0	82.0	71.0	58.0	35.0	56.0	90.0	246.0	145.0	57.0
chr13	51347215	51347336	chr13	51347215	51347335	0.0196078431372549	0.011627906976744186	0.0	0.0	0.008130081300813009	0.019230769230769232	0.0	0.05128205128205128	0.0	0.045454545454545456	0.01694915254237288	0.056	0.0	0.016129032258064516	0.0	0.23076923076923078	0.03926096997690531	0.02040816326530612	0.006825938566552901	0.0	0.9090909090909091	0.010752688172043012	0.0	0.0	0.0	0.0	0.0	0.009523809523809525	0.0064516129032258064	0.013513513513513514	0.0	51.0	430.0	80.0	79.0	246.0	104.0	41.0	39.0	37.0	44.0	59.0	125.0	46.0	62.0	73.0	52.0	433.0	49.0	293.0	67.0	88.0	279.0	87.0	87.0	62.0	41.0	42.0	105.0	310.0	148.0	65.0
chr13	51855834	51856351	chr13	51855834	51856350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	51911052	51911106	chr13	51911052	51911105	0.02	0.012195121951219513	0.011764705882352941	0.0	0.0	0.009900990099009901	0.10526315789473684	0.9777777777777777	0.0	0.0	0.0	0.0	0.03773584905660377	0.0	0.0	0.17647058823529413	0.01059322033898305	0.02	0.011799410029498525	0.02531645569620253	0.030612244897959183	0.029940119760479042	0.019417475728155338	0.01282051282051282	0.078125	0.0	0.0	0.0	0.048701298701298704	0.00558659217877095	0.0	50.0	492.0	85.0	89.0	248.0	101.0	38.0	45.0	48.0	51.0	65.0	164.0	53.0	60.0	92.0	68.0	472.0	50.0	339.0	79.0	98.0	334.0	103.0	78.0	64.0	58.0	72.0	139.0	308.0	179.0	62.0
chr13	52346272	52346535	chr13	52346272	52346534	0.0	0.0026954177897574125	0.015873015873015872	0.0	0.0	0.0	0.058823529411764705	0.704225352112676	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.06818181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.017857142857142856	0.0	0.0	0.0	0.0	0.01818181818181818	0.0	0.0	0.0	45.0	371.0	63.0	71.0	198.0	68.0	34.0	71.0	32.0	41.0	34.0	118.0	50.0	48.0	59.0	44.0	359.0	29.0	224.0	55.0	71.0	243.0	56.0	77.0	54.0	25.0	54.0	55.0	229.0	122.0	35.0
chr13	52359349	52359737	chr13	52359349	52359736	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	18.0	0.0	3.0	6.0	5.0	4.0	3.0	1.0	3.0	2.0	9.0	8.0	3.0	7.0	6.0	23.0	3.0	22.0	3.0	7.0	12.0	8.0	6.0	4.0	0.0	3.0	3.0	11.0	7.0	3.0
chr13	52385330	52385462	chr13	52385330	52385461	0.0	0.00980392156862745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018518518518518517	0.0	0.0	0.0	0.125	0.0	0.0	0.02	0.0	0.9215686274509803	0.005434782608695652	0.0	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	38.0	306.0	53.0	47.0	158.0	71.0	25.0	18.0	38.0	24.0	41.0	108.0	36.0	33.0	47.0	48.0	284.0	32.0	200.0	46.0	51.0	184.0	52.0	66.0	46.0	31.0	43.0	77.0	179.0	108.0	35.0
chr13	52405058	52405168	chr13	52405058	52405167	0.0	0.02702702702702703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96875	0.027777777777777776	0.1417910447761194	0.0	0.0	0.0	0.22807017543859648	0.003436426116838488	0.0	0.00851063829787234	0.0	0.3972602739726027	0.005	0.0	0.0	0.0	0.0	0.0	0.029850746268656716	0.005263157894736842	0.0	0.0	29.0	296.0	59.0	60.0	175.0	64.0	19.0	21.0	40.0	32.0	36.0	134.0	18.0	44.0	55.0	57.0	291.0	32.0	235.0	54.0	73.0	200.0	56.0	49.0	44.0	41.0	37.0	67.0	190.0	86.0	34.0
chr13	52596410	52597079	chr13	52596410	52597078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.926829268292683	0.0	0.0	0.0	0.0	0.0	0.003236245954692557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015873015873015872	48.0	442.0	71.0	89.0	260.0	76.0	49.0	46.0	51.0	46.0	41.0	172.0	59.0	50.0	77.0	82.0	474.0	52.0	334.0	57.0	93.0	309.0	93.0	101.0	73.0	55.0	58.0	103.0	273.0	143.0	63.0
chr13	52600217	52601032	chr13	52600217	52601031	0.0	0.0	0.0	0.0	0.0	0.10144927536231885	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05263157894736842	0.0	0.0	0.006329113924050633	0.0	0.0	0.03977272727272727	0.8983050847457628	0.09523809523809523	0.0	0.0	0.0	0.3090909090909091	0.0	0.0	0.0	28.0	291.0	42.0	57.0	147.0	69.0	17.0	20.0	39.0	22.0	26.0	87.0	32.0	42.0	40.0	38.0	266.0	28.0	158.0	49.0	57.0	176.0	59.0	63.0	36.0	25.0	36.0	55.0	168.0	97.0	21.0
chr13	52744179	52744477	chr13	52744179	52744476	0.0	0.011235955056179775	0.0	0.9459459459459459	0.10891089108910891	0.0	0.0	0.0	0.03571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.08571428571428572	0.05714285714285714	0.0	0.0	0.0	0.0	0.02608695652173913	0.0	0.0	17.0	178.0	37.0	37.0	101.0	35.0	12.0	11.0	28.0	19.0	35.0	69.0	19.0	24.0	27.0	27.0	178.0	23.0	135.0	35.0	42.0	133.0	35.0	35.0	36.0	17.0	19.0	25.0	115.0	58.0	20.0
chr13	53475566	53475831	chr13	53475566	53475830	0.008403361344537815	0.009433962264150943	0.006896551724137931	0.0	0.0	0.05235602094240838	0.0	0.04918032786885246	0.0	0.022222222222222223	0.02631578947368421	0.1971326164874552	0.983739837398374	0.0	0.013071895424836602	0.18269230769230768	0.004656577415599534	0.010101010101010102	0.005555555555555556	0.0	0.00558659217877095	0.03541315345699832	0.0	0.010526315789473684	0.04040404040404041	0.09375	0.03278688524590164	0.013761467889908258	0.001937984496124031	0.003125	0.0	119.0	848.0	145.0	164.0	494.0	191.0	89.0	61.0	80.0	90.0	114.0	279.0	123.0	109.0	153.0	104.0	859.0	99.0	540.0	120.0	179.0	593.0	170.0	190.0	99.0	64.0	122.0	218.0	516.0	320.0	116.0
chr13	56573619	56573768	chr13	56573619	56573767	0.0	0.02127659574468085	0.012195121951219513	0.0	0.005405405405405406	0.0	0.0	0.03225806451612903	0.02	1.0	0.23636363636363636	0.0	0.0	0.0196078431372549	0.0	0.14035087719298245	0.0018796992481203006	0.0	0.0	0.02127659574468085	0.0	0.0058997050147492625	0.0	0.0	0.0	0.0	0.014925373134328358	0.0	0.00911854103343465	0.0	0.0	56.0	517.0	82.0	121.0	370.0	120.0	55.0	62.0	50.0	66.0	55.0	143.0	75.0	51.0	99.0	57.0	532.0	43.0	340.0	94.0	116.0	339.0	123.0	116.0	71.0	47.0	67.0	93.0	329.0	173.0	70.0
chr13	60435634	60435892	chr13	60435634	60435891	0.1111111111111111	0.022058823529411766	0.0	0.0	0.0	0.0	0.15384615384615385	0.05555555555555555	0.3333333333333333	0.09090909090909091	0.9583333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019417475728155338	0.0	0.0	0.034482758620689655	0.06896551724137931	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	9.0	136.0	17.0	25.0	69.0	39.0	13.0	18.0	18.0	22.0	24.0	40.0	13.0	25.0	25.0	13.0	157.0	17.0	103.0	19.0	22.0	87.0	29.0	38.0	20.0	13.0	10.0	30.0	93.0	40.0	8.0
chr13	66804138	66804452	chr13	66804138	66804451	0.0	0.008130081300813009	0.0	0.0	0.0	0.18181818181818182	0.14285714285714285	0.0	0.0	0.0	0.0	0.45652173913043476	0.0	0.0	0.05263157894736842	0.16666666666666666	0.008849557522123894	0.0	0.012195121951219513	0.0	0.0	0.0	0.0	0.0	0.0625	0.08333333333333333	0.0	0.0	0.0	0.9814814814814815	0.42857142857142855	17.0	123.0	17.0	22.0	77.0	22.0	7.0	8.0	13.0	14.0	9.0	46.0	16.0	13.0	19.0	12.0	113.0	15.0	82.0	14.0	14.0	56.0	19.0	28.0	16.0	12.0	13.0	19.0	78.0	54.0	14.0
chr13	66804769	66804865	chr13	66804769	66804864	0.0	0.007067137809187279	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.15151515151515152	0.014336917562724014	0.0	0.016216216216216217	0.0	0.017857142857142856	0.00625	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.9901960784313726	0.058823529411764705	26.0	283.0	37.0	44.0	152.0	44.0	18.0	18.0	29.0	22.0	24.0	78.0	28.0	30.0	33.0	33.0	279.0	27.0	185.0	32.0	56.0	160.0	48.0	51.0	34.0	27.0	36.0	44.0	156.0	102.0	34.0
chr13	67133640	67133729	chr13	67133640	67133728	0.0	0.002857142857142857	0.0	0.0	0.0	0.04938271604938271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2682926829268293	0.015384615384615385	0.02564102564102564	0.008771929824561403	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.0	0.0	0.0	0.0	0.9794520547945206	0.17647058823529413	28.0	350.0	48.0	71.0	212.0	81.0	23.0	24.0	35.0	45.0	29.0	116.0	42.0	44.0	57.0	41.0	325.0	39.0	228.0	51.0	69.0	199.0	73.0	76.0	47.0	47.0	44.0	65.0	210.0	146.0	51.0
chr13	67556299	67556356	chr13	67556299	67556355	0.0	0.003484320557491289	0.17647058823529413	0.0	0.0	0.0	0.0	0.030303030303030304	0.6774193548387096	0.45161290322580644	0.8703703703703703	0.0	0.1	0.0	0.0	0.19230769230769232	0.003484320557491289	0.0	0.0	0.0	0.0	0.0056179775280898875	0.04081632653061224	0.0	0.02564102564102564	0.0	0.0	0.06557377049180328	0.01507537688442211	0.0	0.0	31.0	287.0	51.0	62.0	185.0	68.0	22.0	33.0	31.0	31.0	54.0	99.0	40.0	33.0	50.0	26.0	287.0	33.0	175.0	44.0	70.0	178.0	49.0	69.0	39.0	25.0	47.0	61.0	199.0	110.0	36.0
chr13	67730619	67731037	chr13	67730619	67731036	0.0	0.0055248618784530384	0.0	0.975609756097561	0.05555555555555555	0.02702702702702703	0.0	0.13333333333333333	0.05	0.0	0.04	0.017857142857142856	0.0	0.0	0.0	0.16666666666666666	0.0058823529411764705	0.07142857142857142	0.007692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.0	21.0	181.0	30.0	41.0	108.0	37.0	18.0	15.0	20.0	19.0	25.0	56.0	19.0	31.0	27.0	18.0	170.0	14.0	130.0	35.0	42.0	130.0	29.0	36.0	28.0	12.0	20.0	36.0	111.0	60.0	20.0
chr13	68460536	68460623	chr13	68460536	68460622	0.0	0.014970059880239521	0.0	0.0	0.0	0.06666666666666667	0.0	0.06976744186046512	0.0	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.05405405405405406	0.0	0.02702702702702703	0.004651162790697674	0.0	0.0	0.8977272727272727	0.015384615384615385	0.05172413793103448	0.05263157894736842	0.10256410256410256	0.075	0.014285714285714285	0.018867924528301886	0.0	0.0	41.0	334.0	52.0	69.0	209.0	75.0	24.0	43.0	37.0	42.0	47.0	102.0	36.0	56.0	58.0	37.0	363.0	37.0	215.0	48.0	73.0	264.0	65.0	58.0	57.0	39.0	40.0	70.0	212.0	138.0	40.0
chr13	73568136	73568877	chr13	73568136	73568876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.14285714285714285	0.0	0.0	0.0	0.14814814814814814	0.2857142857142857	0.0	0.047619047619047616	0.0	0.06666666666666667	0.1111111111111111	0.0	0.0	0.0	0.9629629629629629	0.0	0.0	4.0	57.0	11.0	15.0	21.0	10.0	5.0	4.0	5.0	4.0	6.0	17.0	3.0	4.0	7.0	1.0	50.0	10.0	27.0	7.0	5.0	42.0	13.0	15.0	9.0	7.0	3.0	6.0	27.0	18.0	2.0
chr13	73867966	73868198	chr13	73867966	73868197	0.034482758620689655	0.0449438202247191	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.07317073170731707	0.00392156862745098	0.047619047619047616	0.005681818181818182	0.0	0.0	0.046242774566473986	0.9772727272727273	0.02	0.0	0.0625	0.0	0.0	0.09714285714285714	0.0	0.0	29.0	267.0	35.0	44.0	160.0	54.0	30.0	29.0	26.0	28.0	33.0	94.0	28.0	36.0	43.0	41.0	255.0	21.0	176.0	35.0	46.0	173.0	44.0	50.0	34.0	16.0	29.0	46.0	175.0	92.0	31.0
chr13	74093791	74094621	chr13	74093791	74094620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	74228142	74228971	chr13	74228142	74228970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
chr13	74406066	74406442	chr13	74406066	74406441	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
chr13	74588467	74588895	chr13	74588467	74588894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
chr13	76380981	76382460	chr13	76380981	76382459	0.0	0.020879940343027592	0.892	0.0	0.06297229219143577	0.0	0.0	0.0	0.0	0.007692307692307693	0.0	0.004914004914004914	0.0	0.0	0.0	0.13612565445026178	0.0015772870662460567	0.0	0.0	0.0	0.0	0.0011273957158962795	0.0	0.0	0.0	0.0	0.0	0.0037593984962406013	0.0	0.0	0.0	142.0	1341.0	250.0	247.0	794.0	273.0	141.0	122.0	159.0	130.0	163.0	407.0	172.0	162.0	246.0	191.0	1268.0	142.0	919.0	168.0	273.0	887.0	233.0	251.0	179.0	130.0	182.0	266.0	844.0	471.0	163.0
chr13	76871765	76871871	chr13	76871765	76871870	0.0	0.005917159763313609	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.7457627118644068	0.0	0.0	0.0	0.19047619047619047	0.014285714285714285	0.022727272727272728	0.0045871559633027525	0.0	0.012048192771084338	0.0040650406504065045	0.0	0.0	0.0	0.0	0.0	0.0	0.01020408163265306	0.0070921985815602835	0.0	35.0	338.0	49.0	74.0	209.0	84.0	37.0	31.0	37.0	36.0	44.0	118.0	37.0	45.0	56.0	42.0	350.0	44.0	218.0	48.0	83.0	246.0	65.0	72.0	44.0	24.0	49.0	82.0	196.0	141.0	41.0
chr13	79508571	79508633	chr13	79508571	79508632	0.03571428571428571	0.018518518518518517	0.0	0.0	0.0	0.0	0.0	0.037037037037037035	0.0	0.0	0.0	0.5789473684210527	0.0	0.0	0.0	0.18421052631578946	0.0	0.0	0.0	0.0	0.0	0.004032258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.009478672985781991	0.0	0.0	28.0	324.0	51.0	56.0	182.0	75.0	17.0	27.0	39.0	32.0	45.0	114.0	39.0	41.0	64.0	38.0	308.0	22.0	235.0	46.0	63.0	248.0	63.0	71.0	41.0	36.0	44.0	74.0	211.0	132.0	46.0
chr13	80201368	80201594	chr13	80201368	80201593	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.03571428571428571	0.0	0.03333333333333333	0.0	0.0	0.038461538461538464	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	1.0	27.0	6.0	9.0	15.0	4.0	3.0	3.0	4.0	4.0	6.0	7.0	2.0	3.0	8.0	5.0	28.0	7.0	30.0	1.0	3.0	26.0	4.0	5.0	8.0	3.0	6.0	4.0	19.0	9.0	3.0
chr13	80263009	80263177	chr13	80263009	80263176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.09090909090909091	0.01652892561983471	0.0	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	162.0	30.0	33.0	90.0	18.0	12.0	7.0	18.0	10.0	17.0	52.0	22.0	15.0	22.0	11.0	121.0	12.0	90.0	23.0	31.0	91.0	24.0	33.0	15.0	10.0	21.0	32.0	80.0	50.0	15.0
chr13	81476947	81477470	chr13	81476947	81477469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	4.0	1.0	1.0	0.0	1.0	2.0	3.0	1.0	3.0	1.0	0.0	9.0	0.0	3.0	0.0	0.0	3.0	1.0	2.0	2.0	2.0	0.0	1.0	3.0	1.0	0.0
chr13	94376865	94377835	chr13	94376865	94377834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	4.0	1.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
chr13	95979548	95979797	chr13	95979548	95979796	0.0392156862745098	0.09663865546218488	0.0	0.0	0.0	0.0	0.0	0.02702702702702703	0.0	0.0	0.01639344262295082	0.027586206896551724	0.0	0.9375	0.47058823529411764	0.029411764705882353	0.004434589800443459	0.0	0.003389830508474576	0.0	0.0	0.003048780487804878	0.0	0.42857142857142855	0.045454545454545456	0.0	0.0	0.0	0.0036900369003690036	0.005813953488372093	0.0	51.0	476.0	76.0	86.0	236.0	114.0	34.0	37.0	46.0	38.0	61.0	145.0	54.0	48.0	102.0	68.0	451.0	60.0	295.0	72.0	100.0	328.0	81.0	105.0	44.0	60.0	61.0	104.0	271.0	172.0	50.0
chr13	96085428	96085970	chr13	96085428	96085969	0.01020408163265306	0.010648596321393998	0.005747126436781609	0.0	0.004975124378109453	0.0	0.0	0.0	0.010638297872340425	0.10810810810810811	0.0	0.9347826086956522	0.0	0.12781954887218044	0.16822429906542055	0.15441176470588236	0.005774783445620789	0.008403361344537815	0.0015082956259426848	0.0	0.0	0.0016339869281045752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026666666666666666	0.0	98.0	1033.0	174.0	213.0	603.0	226.0	108.0	112.0	94.0	111.0	116.0	414.0	121.0	133.0	214.0	136.0	1039.0	119.0	663.0	114.0	175.0	612.0	165.0	209.0	130.0	102.0	141.0	214.0	629.0	375.0	127.0
chr13	96151208	96151395	chr13	96151208	96151394	0.0	0.0	0.0	0.0	0.029411764705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444444444444	0.04411764705882353	0.0	0.0	0.0	0.0	0.7755102040816326	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	3.0	62.0	14.0	17.0	34.0	8.0	7.0	11.0	4.0	10.0	9.0	21.0	13.0	5.0	17.0	9.0	68.0	7.0	45.0	11.0	19.0	49.0	13.0	14.0	12.0	6.0	7.0	12.0	35.0	14.0	7.0
chr13	96443556	96444176	chr13	96443556	96444175	0.2	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.05714285714285714	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	34.0	1.0	3.0	22.0	3.0	2.0	6.0	5.0	3.0	4.0	10.0	5.0	2.0	4.0	2.0	35.0	3.0	19.0	2.0	6.0	27.0	3.0	5.0	3.0	5.0	3.0	5.0	16.0	3.0	4.0
chr13	96827496	96827722	chr13	96827496	96827721	0.0	0.0	0.0	0.0	0.08370044052863436	0.011904761904761904	0.0	0.025	0.0	0.0	0.7872340425531915	0.0	0.0	0.0	0.013157894736842105	0.19298245614035087	0.004662004662004662	0.0	0.0033222591362126247	0.0	0.0	0.003367003367003367	0.012345679012345678	0.0	0.0	0.0	0.0	0.04938271604938271	0.0	0.0	0.0	56.0	416.0	79.0	75.0	227.0	84.0	53.0	40.0	40.0	48.0	47.0	120.0	48.0	52.0	76.0	57.0	429.0	47.0	301.0	74.0	70.0	297.0	81.0	90.0	59.0	42.0	49.0	81.0	255.0	152.0	48.0
chr13	96841965	96842514	chr13	96841965	96842513	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	12.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	1.0	0.0	6.0	2.0	1.0	1.0	2.0	7.0	0.0	3.0	1.0	2.0	6.0	2.0	2.0	1.0	0.0	2.0	4.0	5.0	3.0	0.0
chr13	99507891	99508231	chr13	99507891	99508230	0.0	0.046153846153846156	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.2857142857142857	0.0	0.0	0.42857142857142855	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.5	0.0	0.0	0.0	0.0	0.8333333333333334	0.03333333333333333	0.0	0.0	4.0	65.0	7.0	14.0	27.0	11.0	7.0	6.0	4.0	7.0	7.0	12.0	7.0	5.0	11.0	7.0	56.0	6.0	32.0	4.0	8.0	48.0	4.0	9.0	6.0	5.0	8.0	6.0	30.0	28.0	12.0
chr13	99793247	99793376	chr13	99793247	99793375	0.03225806451612903	0.009009009009009009	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.02631578947368421	0.0379746835443038	0.0	0.0	0.0	0.17857142857142858	0.0	0.0	0.0	0.0	0.0	0.07801418439716312	0.0	0.0	0.29411764705882354	0.3157894736842105	0.04	0.0	0.0	0.0	0.0	31.0	222.0	35.0	30.0	103.0	58.0	11.0	21.0	20.0	17.0	38.0	79.0	23.0	27.0	32.0	28.0	191.0	19.0	136.0	24.0	35.0	141.0	39.0	38.0	34.0	19.0	25.0	43.0	114.0	72.0	26.0
chr13	99850082	99850522	chr13	99850082	99850521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
